Headline,Galtung's Criteria,Class
"Assuming this is the end of the war suggests not only that fighting will stop, but that the regime has the ability to control all of Syria. - Samer N Abboud","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"If Vladimir Putin wants to launch airstrikes inside Syria, that's no problem for Donald J. Trump, the mogul said.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"This was one of the largest deliberate engagements we have conducted to date in Syria, and it will have debilitating effects on Daeshâ€™s ability to move from Raqqah.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"BREAKING: Mustafa Bali, the head of the SDF media office said on Twitter that heavy fighting continued around Baghouz to ""finish off whatever remains of ISIS"".","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Our enemy in Syria is Islamic State,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"The Syrian government, backed by Russia, began bombarding the last rebel-held territory of Idlib in April.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Kurdish fighters protecting a US base in northern Syria say theyâ€™ve been betrayed and that they don't expect the US to help in the fight against Turkish forces,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Syrian Kurdish fighters have advanced on the northern city of Raqqa, putting them just 50km away from the de facto capital of the Islamic State of Iraq and the Levant (ISIL) group, sources told Al Jazeera.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Trump says he will 'wipe out' Turkey's economy if Ankara wipes out the Kurdish population in Syria.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Several hundred Marines have deployed into Syria with artillery guns, as part of the ongoing preparation for the fight to push ISIL out of its self-declared headquarters of Raqqa.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"A real campaign against ISIL has to include a ground force, UAE's Minister of State for Foreign Affairs Anwar Gargash said","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Russia, Iran and Turkey will determine the future of Syria, as France and Britain did 100 years ago â€” #AJOpinion, by Rami G Khouri.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Russian upper house of parliament grants President Vladimir Putin authorisation to deploy the country's air force to Syria.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"They want the Syrian government to negotiate with terrorists, something I don't think anyone would accept in any country, Assad said adding he had ""never thought about leaving Syria under any circumstance.""","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
US Secretary of State John Kerry complained to his Russian counterpart Sergei Lavrov after the airstrikes.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Turkey's military operation in northeast Syria,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Trump tweeted ""it is time for the United States to fully recognise Israel's Sovereignty over the Golan Heights"", which it captured from Syria in 1967","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Any foreign troops coming to Syria without our invitation ... are invaders.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
We don't see a peaceful Syria with Assad in there. - the US ambassador to the UN.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Leaders at the Arab League summit have failed to discuss the US-led strikes that came as a result of the ""criminal"" alleged use of chemical weapons in Syria.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
The US fears Russia's alleged military buildup in Syria would counter Syrian groups who are battling both ISIL and government troops.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"The commander of US Central Command, which oversees military operations in the Middle East, said he ""was not consulted"" prior to President Trump's announcement that the US would withdraw its troops from Syria.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
BBC News obtains exclusive photos showing British special forces operating in Syria against the so-called Islamic State.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"The order bars all people hailing from Iraq, Syria, Iran, Libya, Somalia, Sudan and Yemen.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"2020 presidential candidate Pete Buttigieg on Turkey invading northeastern Syria after US pulled troops from the area: â€œThis isnâ€™t even a strategy or a policy, it is the President systematically destroying American alliances and American values and that makes America worse off.""","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
Turkish government forces backed by Syrian rebels reportedly now in control of Jandaris in northern Syria's Afrin district.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Security in northern Syria deteriorated within hours of President Trumpâ€™s decision to pull nearly one thousand US troops out of the country, CNN's Barbara Starr reports.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"If a military solution [in Syria] is out of the question, then those who say this [Russia and the US] should pull their troops out ... and steps for a political solution should be taken.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"The orders are expected to include restrictions on refugees, and people with some visas from countries including Iraq, Iran, Syria, Yemen, Sudan, Somalia and Libya.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Despite what many well-meaning (and some less so) liberals claim, Venezuela's President Maduro is not Bashar al-Assad, nor is Venezuela Syria, Libya or Iraq, here's why â€” #AJOpinion, by Hussein Walid.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"Whenever the Syrian people hold an election, we will leave Syria to its owners, Erdogan said at the TRT World forum in Istanbul on Thursday.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
All Iraqi lands are liberated from terrorist Daesh gangs and our forces completely control the international Iraqi-Syrian borders.,"Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
"United States-led coalition forces have parachuted ammunition to Syrian rebels fighting Islamic State of Iraq and the Levant (ISIL), a US official has said.","Focus on conflict arena, 2 parties,  1 goal (win), war general zero-sum orientation.",War
