Headline,Class
"After traveling from Syria to Greece with an adopted family, this 115-year-old refugee has one last wish. http://cnn.it/2ef0hM6:=:http://www.cnn.com/2016/08/31/photos/refugees-welcome-unhcr-no-stranger-place/?sr=fbCNN101416refugees-welcome-unhcr-no-stranger-place1040AMStoryLink&linkId=29928581",Peace
Russian President Vladimir Putin has made a surprise visit to a Russian base in Syria and ordered the start his troops' withdrawal from the war-torn country.,Peace
"Turkey will not stand by and watch killing of civilians in Syria's Idlib, says Erdogan.",Peace
"""For the very first time we see Assad held accountable just for once..."" said Kassem Eid, who survived a 2013 chemical gas attack in Syria, as he expressed his gratitude to President Donald J. Trump for his missile strike of a Syrian airbase http://cnn.it/2nnuuAp:=:http://www.cnn.com/videos/world/2017/04/07/syrian-survivor-thanks-trump-nr-mobile.cnn?sr=fbCNN040717syrian-survivor-thanks-trump-nr-mobile1130PMVideoVideo&linkId=36313631",Peace
Russia is withdrawing its troops from Syria. But what did its 2 years of military intervention actually accomplish?,Peace
"""He lived to make children laugh in the darkest, most dangerous place"".",Peace
"""We are going to have to create new words to describe what is happening in Syria,"" CNN's Arwa Damon says following an chemical attack that killed dozens of people, including at least ten children and reportedly left hundreds injured http://cnn.it/2nZrOb0:=:http://www.cnn.com/2017/04/04/middleeast/idlib-syria-attack/index.html?sr=fbCNN040417idlib-syria-attack0630PMVODtopVideo&linkId=36185612",Peace
"""We believe all sides should work together to return tranquility and calm to the region and fight extremism in Syria."" http://aje.io/tz3u:=:http://www.aljazeera.com/news/2016/08/iran-turkey-agree-cooperate-syria-160812141119888.html",Peace
BREAKING: Turkey says its army has killed more than 200 YPG fighters in Syria's Aleppo,Peace
"As the smoke rises after a bombing in Syria, a small boy cries for his father. ""Baba, carry me, baba!"" He's unable to stand-- his legs blown off at the knee. http://cnn.it/2m2X2Kt:=:http://www.cnn.com/2017/02/17/middleeast/syrian-boy-caught-in-heavy-bombing-video/?sr=fbCNN021717syrian-boy-caught-in-heavy-bombing-video0401PMVODtopLink&linkId=34610586",Peace
"""We can confirm the names of 74 people killed, but the hospitals expect the number to rise to 107 because many have gone missing and we suspect they have been killed in the attack"" - Munzir Khalil, head of Idlib's Health Directorate. http://aje.io/m2kv:=:http://www.aljazeera.com/news/2017/04/idlib-hospitals-overwhelmed-suspected-gas-attack-170405062828940.html",Peace
Syrian state media says Israeli raid hit an arms depot and wounded three soldiers.,Peace
"""Activists on the ground are saying that victims that were rushed to the hospitals are experiencing breathing difficulties."" http://aje.io/6lc4:=:http://www.aljazeera.com/news/2016/09/syria-war-chlorine-gas-dropped-rebel-held-aleppo-160906153118935.html",Peace
"""The world is watching. The world doesn't do anything,"" Bana Alabed says",Peace
"""Today's loss is linked to a stab in the back delivered to us by accomplices of terrorists. I cannot qualify what happened today as anything else,"" Putin said. ""Our plane was shot down over the territory of Syria by an air-to-air missile from a Turkish F-16 jet. It fell in Syrian territory four kilometres from the border with Turkey. Our pilots and our plane did not in any way threaten Turkey.""",Peace
Dozens of civilians have been killed as the Syrian government and Russia escalate their offensive in north-west Syria. The UN is warning of a humanitarian catastrophe for the area's three million residents.,Peace
"This is Aleppo. The heartbreaking image shows a father and son buried in rubble, caught in the crossfire of war-torn Syria as at least 200 airstrikes rained down on the city over the weekend. (Warning: graphic content) http://cnn.it/2d2YiMr",Peace
Its been one year since Russia entered the Syrian conflict. The death toll keeps climbing.,Peace
Radwan Alsaid fled Syria with his family when his home was attacked with barrel bombs. Now he works at a Turkish bakery which provides a crucial lifeline to those still inside Syria. Our Hassan Ghani visited the bakery which is run by the IHH Turkish charity.,Peace
"""Unfortunately, and like any other war, after a while people grow either bored, or too used to the news of death and destruction, and they get on with their lives. This might ultimately be a gentle reminder"" http://aje.io/jty9:=:http://www.aljazeera.com/news/2016/07/artist-khaled-akil-imagines-pokmon-ravaged-syria-160722172024059.html Anealla Safdar reports",Peace
Hundreds of civilians have been killed in suspected US-led coalition strikes this month.,Peace
"""War cannot create anything but misery, weapons bring nothing but death."" - Pope Francis",Peace
"The Islamic State of Iraq and the Levant (ISIL) has beheaded two women for the first time, in eastern Syria's Deir Ezzor province, the UK-based Syrian Observatory for Human Rights said. ""It is the first time that the beheading of women, by the use of sword in public, has taken place in Syria,"" the Observatory's chief Rami Abdel Rahman told Al Jazeere",Peace
â€œIt is an unbearable situation.â€ A look at how refugee camps in northern Syria are suffering through the winter.,Peace
"""Saudi Arabia should stop backing terrorists.""",Peace
"""You probably wonâ€™t read this piece about Syria."" The comments on this story surprised us. http://aje.io/yzdv:=:http://trib.al/XFfUvaz",Peace
"Two Islamic Jihad fighters have been killed in an Israeli air attack on Damascus, as Israel confirmed the raid on the Syrian capital as well as in the besieged Gaza Strip.",Peace
Syrian activists are tapping into the global phenomenon of Pokemon Go to try to turn attention back to the country's civil war.,Peace
"Dozens of Jordanian fighter jets have bombed Islamic State of Iraq and the Levant (ISIL) targets, the military said, pledging to keep up the attacks until the armed group is defeated. http://aje.io/tm5g:=:http://trib.al/DzoCD26",Peace
"BREAKING: Death toll rises to 58 in ""toxic gas"" attack on the Syrian town of Khan Sheikhoun in the rebel-held Idlib http://aje.io/wvt4:=:http://www.aljazeera.com/news/2017/04/attack-syria-kills-35-people-170404075153415.html",Peace
"A Turkish bakery is producing 170,000 loaves of bread per day and sending them to Syria's needy.",Peace
Turkey launched a military offensive to push US-backed Kurdish forces away from the border in northeastern Syria today. The action comes days after Pres. Trump announced that US troops would pull back from the area. CNNâ€™s Clarissa Ward and Nick Paton Walsh report.,Peace
"Arab countries such as Qatar and the UAE will join the coalition, as well Middle Eastern, Asian, and African states, including Pakistan and Nigeria.",Peace
"""There is such an obsession with the Islamic State of Iraq and the Levant [ISIL] and an irrational fear of Syrian refugees in the West that encourages us to ignore the very real suffering of Syrians who have to live while spectacular and exceptional violence surrounds them.""",Peace
"""These air strikes are actually helping ISIS propaganda. They allow it to tell the Syrian population, especially in Raqqa, that they are being trapped in the city, that they are being pounded by the air forces of so many countries.""",Peace
"Under the hashtags #AleppoIsBurning and #MakeFacebookRed, thousands of social media users pledge to deactivate their Facebook accounts, or turn their profile photos red, in an effort to draw attention to the Syrian government's offensive in Aleppo.",Peace
